HP 1;HP 10;HP 100;HP 101;HP 102;HP 103;HP 104;HP 106;HP 109;HP 11;HP 110;HP 111;HP 112;HP 113;HP 115;HP 116;HP 117;HP 12;HP 121;HP 122;HP 123;HP 124;HP 125;HP 126;HP 127;HP 128;HP 129;HP 13;HP 130;HP 131;HP 132;HP 133;HP 136;HP 138;HP 139;HP 14;HP 140;HP 141;HP 142;HP 143;HP 144;HP 145;HP 146;HP 15;HP 150;HP 152;HP 153;HP 154;HP 156;HP 157;HP 158;HP 159;HP 16;HP 160;HP 161;HP 162;HP 163;HP 165;HP 166;HP 167;HP 168;HP 17;HP 172;HP 173;HP 174;HP 176;HP 177;HP 178;HP 179;HP 18;HP 180;HP 181;HP 182;HP 184;HP 185;HP 186;HP 187;HP 188;HP 19;HP 192;HP 2;HP 20;HP 21;HP 22;HP 23;HP 24;HP 25;HP 26;HP 27;HP 28;HP 29;HP 30;HP 31;HP 32;HP 33;HP 34;HP 35;HP 36;HP 37;HP 38;HP 39;HP 40;HP 41;HP 42;HP 43;HP 44;HP 45;HP 46;HP 47;HP 48;HP 49;HP 50;HP 51;HP 52;HP 53;HP 54;HP 55;HP 56;HP 57;HP 58;HP 59;HP 6;HP 60;HP 65;HP 67;HP 68;HP 69;HP 7;HP 70;HP 71;HP 72;HP 76;HP 77;HP 8;HP 80;HP 81;HP 82;HP 85;HP 86;HP 87;HP 88;HP 89;HP 9;HP 90;HP 93;HP 95;HP 96;HP 98;HP 99
HP 110;151.147430;537.578613;427.573883;419.453461;441.031494;440.722443;379.434906;405.771576;412.519165;525.278564;0.000000;353.498230;338.814148;338.409607;316.240417;315.743530;315.824249;540.727722;493.243469;475.638733;457.073730;297.926422;332.515350;359.724487;299.529846;334.421265;360.348785;327.546814;313.706970;338.673706;335.224060;316.659058;389.318665;239.340485;225.084198;343.534973;339.377380;359.776947;280.799988;315.946533;300.369659;216.885590;180.456512;419.026581;306.381378;471.189026;437.824768;448.265259;379.594849;444.145721;409.680878;365.262299;403.032410;403.058868;499.996094;521.975037;547.180237;445.873749;570.467529;419.243408;299.079010;406.990540;399.327576;602.542480;582.571045;461.985046;376.690582;477.818970;230.724625;390.991364;424.120209;568.258667;375.852814;390.313171;160.779144;203.358719;205.678619;251.557556;398.188080;593.966064;208.873749;382.189392;368.008148;471.722198;388.567322;411.843384;441.542267;418.266205;358.076019;222.999573;269.025208;283.404663;313.576508;327.955963;218.366058;208.299011;197.707184;186.562286;71.169189;74.019714;19.791443;21.743774;208.032684;230.777618;220.513916;287.965424;304.120056;328.924591;285.381500;88.249634;36.175293;403.664215;420.030212;424.687744;581.332397;574.298706;564.813843;467.489746;467.390869;370.066711;469.595947;388.249451;530.689880;410.449005;576.118469;589.710083;608.530945;430.885437;396.130066;418.845123;448.855835;395.154297;472.334534;514.312622;65.812012;13.536072;38.244568;46.452271;105.889282;214.584045;184.416946;192.847321;498.863403;210.917892;364.152039;561.869812;523.341675;541.077820;405.615723
HP 111;202.350754;467.474670;74.674484;66.554062;88.132118;100.362854;472.965912;499.302582;506.050171;479.774811;353.498199;0.000000;14.724141;15.088610;37.257797;37.794762;37.673935;491.309296;469.379333;451.774597;433.209595;90.674622;56.085693;28.876549;103.467743;68.576324;42.648792;391.078461;407.237976;432.204712;428.755066;410.190063;482.849670;180.358994;231.979294;407.066620;194.869019;554.917358;72.698196;37.551666;393.900665;310.416565;276.606995;482.558197;381.914734;497.513855;464.149597;511.796875;294.197906;358.748749;392.003754;393.559479;466.564056;441.034882;532.040894;510.061951;488.771545;268.959717;522.510803;482.775024;403.371277;470.522156;363.486572;381.831055;361.859650;230.818375;145.523911;571.349976;350.169617;454.523010;71.220818;482.861755;144.686127;50.451492;250.726242;320.984680;323.304565;355.849823;461.719696;657.497681;247.560104;445.721039;431.539795;535.253845;452.098969;475.375031;505.073914;481.797852;462.368286;327.291840;373.317474;358.938019;417.868774;403.489319;335.992004;325.924957;315.333130;304.188232;397.595245;384.030365;346.217499;331.754425;325.658630;348.403564;338.139862;392.257690;408.412323;433.216858;389.673767;414.675690;362.601349;467.195862;483.561890;488.219360;644.864014;526.341980;344.102509;246.778366;236.224182;138.900040;325.129578;370.572327;353.850891;374.608002;355.407104;368.998657;387.819519;413.208313;489.661072;512.376099;542.386841;174.442917;535.866150;517.724365;392.238068;339.962128;364.670624;356.462921;430.820404;332.209991;369.942261;310.473267;506.189880;328.543823;427.683685;625.401428;534.931580;517.195435;52.716316
HP 112;187.666718;452.790710;88.759720;80.639297;102.217354;114.448090;458.281830;484.618500;491.366089;465.090851;338.814148;14.724141;0.000000;0.590551;22.759741;23.070620;23.175879;476.625336;454.695374;437.090637;418.525635;91.881462;70.170929;42.961788;106.730736;82.661560;56.734032;376.394470;392.553894;417.520630;414.070984;395.505981;468.165588;165.674957;217.295258;392.382629;180.184998;540.233276;58.014168;23.053610;379.216583;295.732513;261.922943;467.874237;367.230713;482.829895;449.465637;497.112854;279.513916;344.064789;377.319794;378.875519;451.880066;426.350922;517.356934;495.377991;474.087585;254.275681;507.826843;468.091064;388.687256;455.838196;348.802551;367.147034;347.175629;216.134338;130.839874;556.665894;335.485535;439.839020;85.306053;468.177795;130.002106;64.536728;236.042206;306.300629;308.620514;341.165802;447.035736;642.813721;232.876068;431.037048;416.855804;520.569824;437.414978;460.691040;490.389923;467.113861;447.684265;312.607819;358.633453;344.253998;403.184753;388.805298;321.307953;311.240906;300.649078;289.504181;382.911194;369.346313;331.533447;317.070374;310.974579;333.719513;323.455811;377.573669;393.728302;418.532837;374.989746;399.991638;347.917297;452.511871;468.877869;473.535400;630.180054;511.658020;329.418488;232.094330;221.540161;124.216011;310.445557;355.888367;339.166870;359.923981;340.723083;354.314636;373.135498;398.524353;474.976990;497.692047;527.702759;159.758881;521.182129;503.040405;377.554016;325.278076;349.986572;341.778870;416.136383;317.525940;355.258209;295.789215;491.505920;313.859772;412.999695;610.717468;520.247559;502.511444;66.801552
HP 113;187.262146;452.386108;89.350273;81.229843;102.807899;115.038635;457.877289;484.213959;490.961548;464.686249;338.409576;15.088610;0.590551;0.000000;22.169189;22.712175;22.585327;476.220734;454.290771;436.686035;418.121033;91.476883;70.761482;43.552338;106.326157;83.252106;57.324577;375.989868;392.149353;417.116089;413.666443;395.101440;467.761047;165.270386;216.890686;391.978027;179.780396;539.828735;57.609589;22.463058;378.812042;295.327942;261.518372;467.469635;366.826111;482.425293;449.061035;496.708252;279.109314;343.660187;376.915192;378.470917;451.475464;425.946320;516.952393;494.973389;473.682983;253.871109;507.422241;467.686462;388.282654;455.433594;348.397949;366.742462;346.771057;215.729767;130.435303;556.261353;335.080994;439.434418;85.896599;467.773193;129.597519;65.127274;235.637634;305.896057;308.215942;340.761200;446.631134;642.409058;232.471497;430.632446;416.451202;520.165283;437.010376;460.286438;489.985321;466.709259;447.279663;312.203217;358.228851;343.849396;402.780151;388.400696;320.903381;310.836334;300.244507;289.099609;382.506622;368.941742;331.128876;316.665802;310.570007;333.314941;323.051239;377.169067;393.323700;418.128235;374.585144;399.587067;347.512726;452.107269;468.473267;473.130798;629.775391;511.253418;329.013916;231.689758;221.135590;123.811432;310.040955;355.483765;338.762329;359.519379;340.318512;353.910065;372.730927;398.119751;474.572449;497.287506;527.298218;159.354309;520.777527;502.635803;377.149445;324.873505;349.582001;341.374298;415.731812;317.121368;354.853638;295.384644;491.101318;313.455200;412.595093;610.312805;519.842957;502.106842;67.392105
HP 115;165.092957;430.216919;111.519463;103.399033;124.977089;137.207825;435.708099;462.044769;468.792358;442.517059;316.240387;37.257797;22.759741;22.169189;0.000000;0.542985;0.416138;454.051544;432.121582;414.516846;395.951843;69.307693;92.930672;65.721527;84.156967;105.421295;79.493767;353.820679;369.980164;394.946899;391.497253;372.932251;445.591858;143.101196;194.721497;369.808838;157.611221;517.659546;35.440399;0.293869;356.642853;273.158752;239.349182;445.300446;344.656921;460.256104;426.891846;474.539062;256.940125;321.490997;354.746002;356.301727;429.306274;403.777130;494.783173;472.804199;451.513794;231.701920;485.253052;445.517273;366.113464;433.264404;326.228760;344.573273;324.601868;193.560577;108.266113;534.092163;312.911804;417.265228;108.065788;445.604004;107.428337;87.296463;213.468445;283.726868;286.046753;318.592010;424.461945;620.239868;210.302307;408.463257;394.282013;497.996063;414.841187;438.117249;467.816132;444.540070;425.110474;290.034027;336.059662;321.680206;380.610962;366.231506;298.734192;288.667145;278.075317;266.930420;360.337433;346.772552;308.959686;294.496613;288.400818;311.145752;300.882050;354.999878;371.154510;395.959045;352.415955;377.417877;325.343536;429.938080;446.304077;450.961609;607.606201;489.084229;306.844727;209.520569;198.966400;101.642242;287.871765;333.314575;316.593140;337.350189;318.149323;331.740875;350.561737;375.950562;452.403259;475.118317;505.129028;137.185120;498.608337;480.466614;354.980255;302.704315;327.412811;319.205109;393.562622;294.952179;332.684448;273.215454;468.932129;291.286011;390.425903;588.143616;497.673798;479.937653;89.561295
HP 116;164.596100;429.720093;111.830345;103.709915;125.287971;137.518707;435.211212;461.547882;468.295471;442.020233;315.743530;37.794762;23.070620;22.712175;0.542985;0.000000;0.126848;453.554718;431.624756;414.020020;395.455017;68.810844;93.241547;66.032402;83.660118;105.732178;79.804649;353.323853;369.483276;394.450012;391.000366;372.435364;445.094971;142.604340;194.224640;369.312012;157.114380;517.162598;34.943550;0.249116;356.145966;272.661896;238.852325;444.803619;344.160095;459.759277;426.395020;474.042236;256.443298;320.994171;354.249176;355.804901;428.809448;403.280304;494.286346;472.307373;451.016968;231.205063;484.756226;445.020447;365.616638;432.767578;325.731934;344.076416;324.105011;193.063721;107.769264;533.595276;312.414917;416.768402;108.376671;445.107178;106.931488;87.607346;212.971588;283.230011;285.549896;318.095184;423.965118;619.743042;209.805450;407.966431;393.785187;497.499237;414.344360;437.620422;467.319305;444.043243;424.613647;289.537201;335.562836;321.183380;380.114136;365.734680;298.237335;288.170288;277.578461;266.433563;359.840576;346.275696;308.462830;293.999756;287.903961;310.648895;300.385193;354.503052;370.657684;395.462219;351.919128;376.921021;324.846680;429.441254;445.807251;450.464783;607.109375;488.587402;306.347870;209.023712;198.469543;101.145393;287.374939;332.817749;316.096252;336.853363;317.652466;331.244019;350.064880;375.453735;451.906372;474.621429;504.632141;136.688263;498.111511;479.969788;354.483398;302.207458;326.915955;318.708252;393.065765;294.455322;332.187592;272.718597;468.435303;290.789154;389.929077;587.646790;497.176971;479.440826;89.872177
HP 117;164.676819;429.800781;111.935600;103.815170;125.393227;137.623962;435.291962;461.628632;468.376221;442.100922;315.824249;37.673935;23.175879;22.585327;0.416138;0.126848;0.000000;453.635406;431.705444;414.100708;395.535706;68.891556;93.346809;66.137665;83.740829;105.837433;79.909904;353.404541;369.564026;394.530762;391.081116;372.516113;445.175720;142.685059;194.305359;369.392700;157.195084;517.243408;35.024261;0.122269;356.226715;272.742615;238.933044;444.884308;344.240784;459.839966;426.475708;474.122925;256.523987;321.074860;354.329865;355.885590;428.890137;403.360992;494.367035;472.388062;451.097656;231.285782;484.836914;445.101135;365.697327;432.848267;325.812622;344.157135;324.185730;193.144440;107.849976;533.676025;312.495667;416.849091;108.481926;445.187866;107.012199;87.712601;213.052307;283.310730;285.630615;318.175873;424.045807;619.823730;209.886169;408.047119;393.865875;497.579926;414.425049;437.701111;467.399994;444.123932;424.694336;289.617889;335.643524;321.264069;380.194824;365.815369;298.318054;288.251007;277.659180;266.514282;359.921295;346.356415;308.543549;294.080475;287.984680;310.729614;300.465912;354.583740;370.738373;395.542908;351.999817;377.001740;324.927399;429.521942;445.887939;450.545471;607.190063;488.668091;306.428589;209.104431;198.550262;101.226105;287.455627;332.898438;316.177002;336.934052;317.733185;331.324738;350.145599;375.534424;451.987122;474.702179;504.712891;136.768982;498.192200;480.050476;354.564117;302.288177;326.996674;318.788971;393.146484;294.536041;332.268311;272.799316;468.515991;290.869873;390.009766;587.727478;497.257660;479.521515;89.977432
HP 12;425.558807;23.834612;565.385071;557.264587;578.842651;591.073364;696.173950;722.510620;729.258179;20.692675;540.727661;491.309326;476.625275;476.220703;454.051514;453.554657;453.635376;0.000000;48.332878;65.937614;84.502632;447.979248;482.568176;509.777313;461.777191;496.668610;522.596130;272.727966;630.445984;655.412720;651.963074;633.398071;706.057678;403.567047;455.187347;288.716125;296.440277;778.125366;430.852814;453.757629;617.108704;533.624634;499.815033;214.021362;312.916351;69.538734;102.902977;92.462486;197.111389;132.560532;131.895477;176.314056;197.242371;137.668884;40.731644;18.752670;6.452530;235.574539;55.275887;238.189102;424.637238;225.936234;215.020401;426.770538;406.799133;444.327606;359.033142;794.557983;573.377686;209.283401;561.931335;27.530960;346.623169;541.161987;379.948578;508.214203;510.534088;377.115784;234.645996;222.159027;470.768158;218.085388;264.364197;369.275360;333.748474;309.396545;339.095428;363.447357;482.456635;348.557800;394.583435;380.203979;439.134735;424.755280;523.221558;513.154480;502.562653;491.417755;584.824707;571.259827;533.446960;518.983887;512.888184;535.633118;407.577576;413.523651;429.678284;454.482819;410.939728;601.905151;549.830811;301.217377;317.583374;243.633438;209.525421;59.107079;389.041992;291.717834;449.733429;352.409271;202.083450;153.326904;263.177368;226.141830;400.346588;413.938141;432.759003;110.690926;712.869080;735.584167;765.594849;328.074432;192.712326;26.415085;579.467529;527.191589;551.900085;543.692383;618.049927;519.439514;557.171814;497.702789;41.864326;515.773376;309.333191;190.062790;43.622261;25.886127;543.426880
HP 121;380.839783;44.335175;543.455139;535.334656;556.912720;569.143433;674.244019;700.580688;707.328247;32.035034;493.243439;469.379395;454.695343;454.290771;432.121582;431.624725;431.705444;48.332878;0.000000;17.604736;36.169754;426.049316;460.638245;487.847382;439.847260;474.738678;500.666199;226.421310;608.516052;633.482788;630.033142;611.468140;684.127747;381.637085;433.257385;242.409470;274.510345;741.981689;408.922882;431.827698;595.178772;511.694641;477.885071;206.324951;265.432068;64.484970;97.849213;87.408722;175.181442;110.630585;83.562592;127.981171;189.545959;90.184616;65.771950;43.792976;54.785408;213.644577;80.316193;230.492691;377.152954;218.239822;193.090454;404.840607;384.869202;422.397675;337.103210;772.628052;551.447693;201.586990;540.001404;75.015236;324.693237;519.232056;332.464294;460.729919;463.049805;329.631500;226.949585;217.105255;438.566101;210.388977;256.667786;361.578949;287.441833;301.700134;331.399017;317.140717;436.149963;301.073517;347.099152;332.719696;391.650452;377.270996;475.737244;465.670197;455.078369;443.933472;537.340454;523.775635;485.962738;471.499664;465.403870;488.148804;360.093292;366.039368;382.194000;406.998535;363.455444;554.420898;502.346588;293.520966;309.886963;235.937027;204.471664;84.147385;367.112061;269.787872;427.803497;330.479340;180.153488;104.994019;241.247406;204.211884;378.416656;392.008209;410.829071;62.358047;690.939148;713.654236;743.664917;306.144501;185.015900;51.455391;531.983276;479.707367;504.415863;496.208160;570.565674;471.955231;509.687500;450.218506;36.810562;468.289062;263.026550;185.009033;68.662567;50.926434;521.496948
HP 122;363.235077;61.939911;525.850342;517.729919;539.307983;551.538696;656.639282;682.975952;689.723511;49.639771;475.638733;451.774658;437.090607;436.686035;414.516846;414.019989;414.100708;65.937614;17.604736;0.000000;18.565018;408.444580;443.033508;470.242645;422.242523;457.133942;483.061462;208.816574;590.911316;615.878052;612.428406;593.863403;666.523010;364.032349;415.652649;224.804733;256.905609;724.376953;391.318146;414.222961;577.574036;494.089905;460.280334;188.720215;247.827347;82.089706;95.694611;105.013458;157.576706;93.025848;65.957855;110.376434;171.941223;72.579880;83.376686;61.397713;72.390144;196.039841;97.920929;212.887955;359.548248;200.635086;175.485718;387.235870;367.264465;404.792938;319.498474;755.023315;533.842957;183.982254;522.396667;92.619972;307.088501;501.627350;314.859589;443.125214;445.445099;312.026794;209.344849;234.709991;420.961395;192.784241;239.063034;343.974182;269.837097;284.095367;313.794250;299.535980;418.545227;283.468811;329.494446;315.114990;374.045746;359.666290;458.132538;448.065491;437.473663;426.328766;519.735779;506.170898;468.358032;453.894958;447.799164;470.544098;342.488586;348.434662;364.589294;389.393829;345.850739;536.816223;484.741882;275.916199;292.282227;218.332291;222.076401;101.752121;349.507324;252.183136;410.198761;312.874603;162.548752;87.389282;223.642670;186.607147;360.811920;374.403473;393.224335;44.753311;673.334412;696.049500;726.060181;288.539764;167.411163;69.060127;514.378601;462.102661;486.811157;478.603455;552.960938;454.350525;492.082794;432.613800;54.415298;450.684357;245.421799;202.613770;86.267303;68.531166;503.892181
HP 123;344.670044;80.504929;507.285339;499.164917;520.742981;532.973694;638.074280;664.410950;671.158508;68.204788;457.073700;433.209656;418.525604;418.121033;395.951843;395.454987;395.535706;84.502632;36.169754;18.565018;0.000000;389.879547;424.468475;451.677612;403.677490;438.568909;464.496429;190.251556;572.346313;597.313049;593.863403;575.298401;647.958008;345.467346;397.087646;206.239716;238.340591;705.812012;372.753113;395.657959;559.009033;475.524902;441.715332;170.155182;229.262329;100.654724;77.129593;123.578476;139.011688;74.460831;47.392838;91.811417;153.376190;54.014862;101.941704;79.962730;90.955162;177.474823;116.485947;194.322922;340.983215;182.070053;156.920700;368.670807;348.699402;386.227936;300.933472;736.458313;515.277954;165.417221;503.831665;111.184990;288.523499;483.062347;296.294556;424.560181;426.880066;293.461761;190.779816;253.275024;402.396362;174.219208;220.498001;325.409180;251.272064;265.530365;295.229248;280.970947;399.980225;264.903778;310.929413;296.549957;355.480713;341.101257;439.567505;429.500458;418.908630;407.763733;501.170746;487.605865;449.792999;435.329926;429.234131;451.979065;323.923553;329.869629;346.024261;370.828796;327.285706;518.251160;466.176849;257.351196;273.717224;199.767258;240.641418;120.317139;330.942261;233.618118;391.633759;294.309601;143.983734;68.824265;205.077652;168.042130;342.246857;355.838409;374.659271;26.188293;654.769409;677.484497;707.495178;269.974731;148.846146;87.625145;495.813568;443.537628;468.246124;460.038422;534.395935;435.785492;473.517761;414.048767;72.980316;432.119324;226.856781;221.178787;104.832321;87.096184;485.327179
HP 124;146.779007;424.144714;153.161911;125.333160;146.911224;155.329086;417.394135;443.730804;450.478394;436.444855;297.926422;90.674614;91.881454;91.476883;69.307693;68.810844;68.891556;447.979340;426.049377;408.444641;389.879639;0.000000;34.588924;61.798065;31.291933;66.183350;92.110886;347.748474;351.666199;376.632935;373.183289;354.618286;427.277893;124.787247;176.407547;363.736633;151.539001;499.345551;33.867294;69.013824;338.328888;254.844803;221.035233;439.228241;327.376678;454.183899;420.819641;468.466858;250.867905;315.418793;348.673798;350.229523;423.234070;397.704926;488.710968;466.731995;445.441589;253.193695;479.180847;439.445068;348.833221;427.192200;320.156555;366.065033;346.093628;215.052353;129.757889;515.778198;294.597839;411.193024;129.999908;439.531799;128.920105;104.919815;195.154495;265.412903;267.732819;301.311768;418.389740;614.167725;191.988358;402.391052;388.209808;491.923859;408.768982;432.045044;461.743927;438.467865;407.830231;272.753784;318.779419;304.399963;363.330719;348.951263;280.420258;270.353210;259.761353;248.616470;342.023468;328.458588;290.645721;276.182648;270.086853;292.831818;282.568115;337.719635;353.874268;378.678802;335.135712;359.103912;307.029572;423.865875;440.231873;444.889404;601.534058;483.012024;328.336487;231.012344;220.458160;123.134018;281.799561;327.242371;338.084900;331.277985;339.641083;353.232635;372.053497;369.878357;434.089294;456.804352;486.815063;158.676895;492.536133;474.394409;336.666290;284.390350;309.098846;300.891144;375.248657;276.638245;314.370514;254.901505;462.859924;272.972076;384.353699;582.071472;491.601593;473.865448;131.203735
HP 125;181.367935;458.733582;118.572975;90.744232;112.322289;120.740150;451.983063;478.319733;485.067322;471.033722;332.515350;56.085693;70.170929;70.761475;92.930664;93.241539;93.346802;482.568207;460.638245;443.033508;424.468506;34.588924;0.000000;27.209143;65.880859;88.455734;62.528198;382.337372;386.255127;411.221863;407.772217;389.207214;461.866821;159.376175;210.996475;398.325531;186.127930;533.934448;68.456223;93.224533;372.917816;289.433716;255.624161;473.817108;361.965607;488.772766;455.408508;503.055786;285.456818;350.007660;383.262665;384.818390;457.822968;432.293793;523.299805;501.320862;480.030457;287.782623;513.769714;474.033936;383.422150;461.781067;354.745483;400.653961;380.682556;249.641281;164.346817;550.367126;329.186768;445.781921;95.410988;474.120667;163.509033;70.330894;229.743423;300.001831;302.321716;335.900696;452.978607;648.756592;226.577286;436.979950;422.798706;526.512756;443.357880;466.633942;496.332825;473.056763;442.419159;307.342712;353.368347;338.988892;397.919647;383.540192;315.009155;304.942108;294.350281;283.205383;376.612396;363.047516;325.234650;310.771576;304.675781;327.420715;317.157013;372.308563;388.463196;413.267731;369.724640;393.692841;341.618500;458.454773;474.820801;479.478271;636.122925;517.600891;362.925415;265.601288;255.047089;157.722946;316.388489;361.831238;372.673828;365.866913;374.230011;387.821564;406.642426;404.467224;468.678223;491.393280;521.403992;193.265823;527.125061;508.983276;371.255219;318.979279;343.687775;335.480072;409.837585;311.227142;348.959412;289.490417;497.448792;307.560974;418.942596;616.660339;526.190430;508.454315;96.614807
HP 126;208.577072;485.942749;91.363831;63.535091;85.113152;93.531013;479.192230;505.528900;512.276489;498.242889;359.724518;28.876551;42.961788;43.552334;65.721527;66.032402;66.137665;509.777374;487.847412;470.242676;451.677673;61.798065;27.209143;0.000000;93.089996;61.246586;35.319054;409.546509;413.464294;438.431030;434.981384;416.416382;489.075989;186.585312;238.205612;425.534668;213.337067;561.143677;95.665359;66.015396;400.126984;316.642883;282.833313;501.026276;389.174744;515.981934;482.617676;530.264893;312.665955;377.216827;410.471832;412.027557;485.032104;459.502960;550.509033;528.530029;507.239624;297.237488;540.978882;501.243103;410.631287;488.990234;381.954590;410.108826;390.137421;259.096130;173.801666;577.576294;356.395935;472.991058;68.201843;501.329834;172.963882;43.121754;256.952576;327.210968;329.530853;363.109833;480.187775;675.965698;253.786423;464.189087;450.007843;553.721924;470.567017;493.843079;523.541992;500.265900;469.628296;334.551849;380.577484;366.198029;425.128784;410.749329;342.218292;332.151245;321.559418;310.414520;403.821564;390.256683;352.443817;337.980743;331.884918;354.629852;344.366150;399.517700;415.672333;440.476868;396.933777;420.902008;368.827667;485.663910;502.029907;506.687439;663.332031;544.810059;372.380280;275.056122;264.501953;167.177795;343.597656;389.040405;382.128662;393.076019;383.684875;397.276428;416.097290;431.676392;495.887390;518.602417;548.613159;202.720673;554.334167;536.192444;398.464386;346.188446;370.896942;362.689240;437.046753;338.436279;376.168549;316.699554;524.657959;334.770111;446.151733;643.869446;553.399658;535.663513;69.405663
HP 127;148.382370;437.942566;165.703079;129.907166;151.485229;141.192581;418.997467;445.334137;452.081726;450.242706;299.529816;103.467735;106.730728;106.326157;84.156967;83.660118;83.740829;461.777191;439.847229;422.242493;403.677490;31.291931;65.880859;93.090004;0.000000;34.891415;60.818947;361.546326;353.269531;378.236267;374.786652;356.221619;428.881226;126.390610;178.010910;377.534485;165.336884;500.948944;48.716568;83.863098;339.932251;256.448181;222.638596;453.026093;341.174561;467.981750;434.617493;482.264709;264.665771;329.216644;362.471649;364.027374;437.031921;411.502777;502.508820;480.529846;459.239441;268.042969;492.978699;453.242920;362.631104;440.990051;333.954407;380.914307;360.942902;229.901627;144.607162;517.381531;296.201233;424.990875;125.240417;453.329651;143.769379;90.783310;196.757858;267.016296;269.336182;315.109650;432.187592;627.965576;193.591721;416.188904;402.007660;505.721710;422.566833;445.842896;475.541779;452.265717;421.628113;286.551666;332.577301;318.197845;377.128601;362.749146;282.023590;271.956543;261.364746;250.219833;343.626862;330.061981;292.249115;277.786041;271.690247;294.435150;284.171448;351.517517;367.672150;392.476685;348.933594;360.707306;308.632965;437.663727;454.029724;458.687256;615.331909;496.809875;343.185760;245.861618;235.307434;137.983292;295.597473;341.040222;352.934143;345.075836;354.490356;368.081909;386.902771;383.676208;435.692627;458.407684;488.418396;173.526169;506.333984;488.192261;338.269684;285.993744;310.702240;302.494537;376.852051;278.241577;315.973846;256.504883;476.657776;274.575439;398.151550;595.869324;505.399445;487.663300;143.744904
HP 128;183.273773;472.833984;130.811676;95.015762;116.593819;106.301163;453.888885;480.225555;486.973145;485.134125;334.421204;68.576324;82.661560;83.252106;105.421295;105.732170;105.837433;496.668610;474.738647;457.133911;438.568909;66.183350;88.455734;61.246590;34.891415;0.000000;25.927532;396.437744;388.160950;413.127686;409.678040;391.113037;463.772644;161.282013;212.902313;412.425903;200.228287;535.840332;83.607986;105.715164;374.823639;291.339569;257.529999;487.917511;376.065948;502.873169;469.508911;517.156128;299.557190;364.108063;397.363068;398.918793;471.923340;446.394196;537.400269;515.421265;494.130859;302.934387;527.870117;488.134338;397.522491;475.881470;368.845825;415.805725;395.834320;264.793030;179.498581;552.272949;331.092590;459.882294;90.349007;488.221069;178.660797;55.891903;231.649261;301.907684;304.227570;350.001038;467.079010;662.856934;228.483124;451.080322;436.899078;540.613159;457.458252;480.734314;510.433197;487.157135;456.519501;321.443054;367.468689;353.089233;412.019989;397.640533;316.915009;306.847961;296.256134;285.111237;378.518250;364.953369;327.140503;312.677429;306.581635;329.326569;319.062866;386.408905;402.563538;427.368073;383.824982;395.598694;343.524353;472.555145;488.921143;493.578674;650.223267;531.701294;378.077179;280.753021;270.198853;172.874710;330.488831;375.931641;387.825562;379.967255;389.381775;402.973328;421.794189;418.567627;470.584045;493.299103;523.309814;208.417587;541.225403;523.083679;373.161072;320.885132;345.593628;337.385925;411.743439;313.132996;350.865265;291.396271;511.549194;309.466827;433.042969;630.760681;540.290894;522.554749;108.853500
HP 129;209.201309;498.761475;104.884132;69.088226;90.666283;80.373627;479.816437;506.153107;512.900696;511.061615;360.348724;42.648788;56.734028;57.324574;79.493759;79.804642;79.909897;522.596069;500.666138;483.061401;464.496399;92.110878;62.528198;35.319054;60.818947;25.927532;0.000000;422.365265;414.088501;439.055237;435.605591;417.040588;489.700195;187.209549;238.829849;438.353424;226.155823;561.767822;109.535515;79.787628;400.751190;317.267090;283.457520;513.844971;401.993500;528.800659;495.436401;543.083679;325.484711;390.035553;423.290558;424.846283;497.850861;472.321686;563.327759;541.348755;520.058350;311.009735;553.797607;514.061829;423.450043;501.808960;394.773376;423.881073;403.909668;272.868378;187.573914;578.200500;357.020142;485.809814;64.421471;514.148560;186.736130;29.964369;257.576782;327.835236;330.155121;375.928589;493.006500;688.784546;254.410660;477.007843;462.826599;566.540649;483.385773;506.661835;536.360718;513.084656;482.447052;347.370605;393.396240;379.016785;437.947540;423.568085;342.842560;332.775513;322.183685;311.038788;404.445770;390.880890;353.068024;338.604950;332.509186;355.254120;344.990417;412.336456;428.491089;453.295624;409.752533;421.526215;369.451874;498.482666;514.848694;519.506165;676.150879;557.628784;386.152527;288.828369;278.274200;180.950043;356.416382;401.859131;395.900940;405.894806;397.457123;411.048676;429.869537;444.495117;496.511597;519.226624;549.237366;216.492920;567.153015;549.011169;399.088593;346.812653;371.521149;363.313446;437.670959;339.060547;376.792816;317.323822;537.476685;335.394379;458.970490;656.688293;566.218384;548.482239;82.925964
